odds1,odds2,expdesgn1,expdesgn2,hotcore,radioact,boyorgirl,lasers,electron,viruses,bigbang,condrift,evolved,earthsun,solarrev,Logic1,Logic2,Logic3,Logic4,CRT1,CRT2,CRT3,CRT4
1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,4,29,20,1
